"Início dos relatórios","Encerramento dos relatórios","Nome do conjunto de anúncios","Veiculação do conjunto de anúncios",Início,Término,"Data da última edição",Resultados,"Indicador de resultados","Custo por resultados","Valor usado (BRL)","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios",Alcance,Frequência,Impressões,"Cliques no link","CTR (taxa de cliques no link)","CPC (custo por clique no link) (BRL)","CPM (custo por 1.000 impressões) (BRL)","Visualizações da página de destino","Visitas ao perfil do Instagram","Seguidores no Instagram","Cliques em Como chegar"
2026-07-01,2026-07-21,"CJ 03 [SEGUIDORES] [Geo 5km] [25+][IMG]",not_delivering,2025-02-24,Contínuo,2025-02-24,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [Interesses] [Geo 5km] [25+] [VD]",not_delivering,2025-02-24,Contínuo,2025-02-24,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Seguidores 90D] [40km] [Chamada]",not_delivering,2025-03-31,Contínuo,2025-04-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 - Seguidores [30km] [18-40]",not_delivering,2025-05-13,Contínuo,2025-05-13,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 02 [LL 1%] [18-65] [40km+]",not_delivering,2025-06-09,Contínuo,2025-08-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses] [Geo 5km] [25+]",not_delivering,2025-07-01,Contínuo,2025-08-15,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Curitiba] [20+]",not_delivering,2025-09-05,Contínuo,2025-09-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Cwb 40km]",not_delivering,2025-09-10,Contínuo,2025-09-10,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [Interesses] [Geo 40km]",inactive,2026-01-02,Contínuo,2026-01-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing] [Geo 20 km] [24+ M]",not_delivering,2026-03-12,Contínuo,2026-03-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 0 6 - rEAMARKETING  - 23-45 - Imagens",not_delivering,2026-03-25,Contínuo,2026-03-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [INTERESSES - Bairros] [25+]",not_delivering,2026-04-08,Contínuo,2026-04-29,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 02 [Público Salvo]",not_delivering,2026-04-14,Contínuo,2026-04-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Site 90D] [25-45] [Geo 20km]",not_delivering,2026-05-20,Contínuo,2026-05-20,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"[CJ01][20KM][INTERESSES - VAREJO ONLINE][25-45]",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"[CJ02][20KM][SITE+LAL 90D][25-45]",not_delivering,2026-05-27,2026-06-03,2026-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Teste] [Curitba 5km] [interesse]  [Instagram]",not_delivering,2025-03-28,Contínuo,2025-03-28,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01[Interesses] [ Geo - 4km] IMG",not_delivering,2024-08-09,Contínuo,2024-08-09,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ Engajaram FB- IG- ST] [90D] [18+] [4KM]",not_delivering,2024-11-21,Contínuo,2024-11-21,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Interesses][5km]",not_delivering,2025-01-03,Contínuo,2025-01-03,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03-[LL Facebook e IG 2%] [18-40]",not_delivering,2025-02-03,Contínuo,2025-02-04,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Geo 5km] [25+][IMG]",not_delivering,2025-02-24,Contínuo,2025-02-24,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02  [LL 2% - 90D] [CURITIBA]  [20km] [novos]",not_delivering,2025-05-05,Contínuo,2025-05-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [INTERESSES - CUPONS] [18-65] [20KM+]",not_delivering,2025-06-04,Contínuo,2025-06-04,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 02 [LL 1%] [18-65] [40km+]",not_delivering,2025-06-09,Contínuo,2025-06-09,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 02 [LL] [40KM] [Promoções]",not_delivering,2025-06-17,Contínuo,2025-07-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 01 [Seguidores 90D] [40KM]",not_delivering,2025-09-02,Contínuo,2025-09-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Seguidores 180D] [Curitiba] [20+]",not_delivering,2025-09-05,Contínuo,2025-09-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL 1%] [Cwb 40km]",not_delivering,2025-09-10,Contínuo,2025-09-10,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02- [Interesses]",not_delivering,2025-11-08,Contínuo,2025-11-08,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [ INTERESSES] [20+] [CWB 40KM]",not_delivering,2025-12-03,Contínuo,2025-12-26,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02.1 [Remarketing 90D] [Geo 40km]",not_delivering,2026-01-02,Contínuo,2026-01-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01.3 [Público Advantage] [Geo 40km]",inactive,2026-01-15,Contínuo,2026-01-23,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03  A/B [Advantage - Cidades] [25-50] [Mulheres] - Imagens",not_delivering,2026-01-28,Contínuo,2026-01-28,,,,0,30,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ [LL 1] [MULHERES] [40KM]",not_delivering,2026-03-06,Contínuo,2026-03-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [10km] [25-40]",not_delivering,2026-04-01,Contínuo,2026-04-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [ Remarketing - 40km] [24-54]",not_delivering,2026-04-07,Contínuo,2026-04-07,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [ LL 1% - 40km] [24-54]",not_delivering,2026-04-07,Contínuo,2026-04-10,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 01 [Remkt] [40KM+] [RMC]",not_delivering,2026-04-14,Contínuo,2026-04-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 03 [Interesses] [40km+][RMC] [35-45]",not_delivering,2026-04-14,Contínuo,2026-04-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [LL 2% - 24-44] [Curitiba 40km]",not_delivering,2026-04-23,Contínuo,2026-04-23,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Novo conjunto de anúncios de Tráfego",not_delivering,2024-09-11,Contínuo,2024-09-12,,,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01  [LL 2%] [5km][23+]",not_delivering,2025-01-07,Contínuo,2025-01-09,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 05 [F] [NTERESSES - CUPONS] [40km] [Chamada]",not_delivering,2025-04-01,Contínuo,2025-04-03,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02  [LL 2% - 90D] [CURITIBA]  [20km] [novos]",not_delivering,2025-05-19,Contínuo,2025-05-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 04 [INTERESSES-CUPONS] [40KM]",not_delivering,2025-05-27,Contínuo,2025-08-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"[20-40] [10km] [INSTAGRAM]",inactive,2025-06-17,Contínuo,2025-06-17,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 01 [Seguidores 90D] [40KM]",not_delivering,2025-06-17,Contínuo,2025-06-17,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 03 [INTERESSES - CUPONS E COMPRAS ONLINE] [40KM]",not_delivering,2025-09-02,Contínuo,2025-09-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [LL [Curitiba] [20+]",not_delivering,2025-09-05,Contínuo,2025-09-05,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [LL 1%] [40km] [20+]",not_delivering,2025-09-18,Contínuo,2025-10-30,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing] [40KM]",not_delivering,2025-12-11,Contínuo,2025-12-11,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL 2% 90D] [Geo 40km]",inactive,2026-01-02,Contínuo,2026-01-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 05 [Aberto] [40km+][RMC] [35-45] — Cópia",inactive,2026-02-24,Contínuo,2026-04-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 03 [Remkt] [40KM+] [RMC] — Cópia",inactive,2026-02-24,Contínuo,2026-04-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 02 [Público Salvo] — Cópia",inactive,2026-02-24,Contínuo,2026-04-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [",not_delivering,2026-02-25,Contínuo,2026-02-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ - Interesses - mulheres- 23-45 - Carrossel",not_delivering,2026-03-25,Contínuo,2026-03-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 - Interesses  - 23-45 - Imagens",not_delivering,2026-03-25,Contínuo,2026-03-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 05 - INTERESSES  - 23-45 - Imagens",not_delivering,2026-03-25,Contínuo,2026-03-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ seguidores 90 D - Geo - 18+ - 40km",inactive,2026-03-27,Contínuo,2026-03-30,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ ABERTO - 18+ - 40km",not_delivering,2026-03-30,Contínuo,2026-03-30,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Aberto - 5km] [19+]",not_delivering,2026-04-07,Contínuo,2026-04-10,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 01 [Interesses entreterimento] [40KM+] [RMC] [24+]",not_delivering,2026-04-17,Contínuo,2026-04-17,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses - 24-44] [Curitiba 40km]",not_delivering,2026-04-23,Contínuo,2026-04-23,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"[Interesses] [20+] [Curitiba 40km]",not_delivering,2026-05-14,Contínuo,2026-05-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [LL 1%] [Cidades] [25+]",inactive,2024-08-08,Contínuo,2024-08-08,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02[Interesses] [ Geo - 4km] video",not_delivering,2024-08-09,Contínuo,2024-08-09,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [IRemarketing ] [Geo] [10km]",not_delivering,2024-09-05,Contínuo,2024-09-05,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses - segmentado] [Curitiba 40km] [30+]",inactive,2024-09-06,Contínuo,2025-08-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [interesses]  [18+] Cinema R$13,00",not_delivering,2024-12-18,Contínuo,2024-12-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Geo 5km]",not_delivering,2025-02-17,Contínuo,2025-02-18,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 01 [Seguidores 90D] [40km] [18-65]",not_delivering,2025-05-27,Contínuo,2025-05-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [SEGUIDORES] [Geo 5km] [25+]",not_delivering,2025-07-01,Contínuo,2025-08-15,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 04 [Interesses] [Geo 5km] [25+]",not_delivering,2025-07-01,Contínuo,2025-08-15,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Instagram Post",not_delivering,2025-08-07,Contínuo,2025-08-07,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing] [40km] [20+]",not_delivering,2025-09-18,Contínuo,2025-10-30,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ Remarketing] [20+] [CWB 40KM]",not_delivering,2025-12-03,Contínuo,2025-12-26,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [ LL2%] [20+] [CWB 40KM]",not_delivering,2025-12-03,Contínuo,2025-12-26,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Público advantage] [40KM]",not_delivering,2025-12-11,Contínuo,2025-12-11,,,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 05 [Interesses] [40km+][RMC] [35-45]",not_delivering,2026-01-07,Contínuo,2026-04-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Vd view]",not_delivering,2026-01-08,Contínuo,2026-01-08,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ Remarketing] [20+] [CWB 40KM]",not_delivering,2026-02-27,Contínuo,2026-02-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01.1 [ Remarketing] [20+] [CWB 40KM]",not_delivering,2026-02-27,Contínuo,2026-02-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01.2 [ Remarketing] [20+] [CWB 40KM]",not_delivering,2026-02-27,Contínuo,2026-02-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL 1%] [Geo 20 km] [24+ M] [advantage]",not_delivering,2026-03-12,Contínuo,2026-03-12,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ [Interessses]",not_delivering,2026-03-13,Contínuo,2026-03-13,0,reach,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ - Remarketing- 23-45 - Carrossel",not_delivering,2026-03-25,Contínuo,2026-03-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [ Interesses - 40km] [24-54]",not_delivering,2026-04-07,Contínuo,2026-04-07,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 02[LL 2%] [40KM+] [RMC] [24+]",not_delivering,2026-04-17,Contínuo,2026-04-17,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"[Remarketing] [20+] [Curitiba 40km]",not_delivering,2026-04-29,Contínuo,2026-04-29,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [LL 2%] [10km]",not_delivering,2024-08-15,Contínuo,2024-08-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Conjunto 04- [Público de seguidores] [5km]",inactive,2025-01-07,Contínuo,2025-01-09,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Interesses] [CURITIBA]  [10km]",not_delivering,2025-01-31,Contínuo,2025-01-31,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [LL 2% - 90D] [CURITIBA]  [17km] [novos]",not_delivering,2025-01-31,Contínuo,2025-01-31,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses] [CURITIBA]  [17km] [novos]",not_delivering,2025-01-31,Contínuo,2025-01-31,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01[Interesses] [18-50] [5km]",not_delivering,2025-02-03,Contínuo,2025-02-04,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02- [Seguidores IG - FB 90D] [18-40]",not_delivering,2025-02-03,Contínuo,2025-02-04,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Seguidores] [Geo 10km]",not_delivering,2025-02-17,Contínuo,2025-02-17,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 03 [INTERESSES - CUPONS E COMPRAS ONLINE] [40KM]",not_delivering,2025-06-17,Contínuo,2025-07-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Seguidores 90D] [40km] [18-65]",not_delivering,2025-06-24,Contínuo,2025-06-24,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 02 [INTERESSES] [18-65] [40km+]",not_delivering,2025-06-24,Contínuo,2025-06-24,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 03 [Remkt] [40KM+] [RMC]",not_delivering,2025-07-23,Contínuo,2026-04-29,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 04 [Interesses] [40km+][RMC]",inactive,2025-07-23,Contínuo,2026-01-08,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL] [Curitiba 40km] [20+]",not_delivering,2025-09-25,Contínuo,2025-09-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"[feminino 30+] [10km]  |Semelhante 1 IG]",not_delivering,2025-10-02,Contínuo,2025-10-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [LL] [40KM]",not_delivering,2025-12-11,Contínuo,2025-12-11,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01.1 [Público Advantage] [Geo 40km]",not_delivering,2026-01-01,Contínuo,2026-01-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02  A/B [Advantage - Cidades] [25-50] [Mulheres] - Imagens",not_delivering,2026-01-28,Contínuo,2026-01-28,,,,0,30,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [advantage]",not_delivering,2026-02-25,Contínuo,2026-02-25,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Aberto] [5km] [25-40]",not_delivering,2026-04-01,Contínuo,2026-04-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 [Remarketing - 90D] [5km] [25-40]",not_delivering,2026-04-01,Contínuo,2026-04-01,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 01 [Interesses - suplementos] [ Curitiba e RMC] [25 - 55]",not_delivering,2026-04-23,Contínuo,2026-04-24,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 03 - Cwb 40km - Interesses - 24-44",not_delivering,2026-05-06,Contínuo,2026-05-06,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"[Remarketing] [20+] [Curitiba 40km]",not_delivering,2026-05-14,Contínuo,2026-05-14,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses ] [25-45] [Geo 20km]",not_delivering,2026-05-20,Contínuo,2026-05-20,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,Envolvimento,not_delivering,2015-06-02,Contínuo,2015-06-02,,,,0,10,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,Namorados,not_delivering,2015-06-02,Contínuo,2015-06-02,,,,0,10,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Curitiba, PR - 18+",not_delivering,2015-06-25,Contínuo,2015-06-25,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Curitiba, PR - 18-55",not_delivering,2015-10-06,Contínuo,2015-10-06,,,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Curitiba - 18-55",not_delivering,2016-03-09,Contínuo,2016-03-09,,,,0,50,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Curitiba - 18+",not_delivering,2016-05-18,Contínuo,2016-05-18,,,,0,15,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Curitiba - 18+",not_delivering,2016-06-29,Contínuo,2016-06-29,,,,0,20,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cadastros lojas_lookalike — público personalizado",inactive,2021-03-10,Contínuo,2024-01-02,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"02 Cadastros lojas_público aberto",not_delivering,2022-03-22,Contínuo,2023-12-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"01 Cadastros lojas_cargos",not_delivering,2022-03-22,Contínuo,2023-12-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cadastros lojas_público aberto_stories",inactive,2022-03-22,Contínuo,2022-11-07,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cadastros lojas_segm. indicada pelo comercial - OFF",inactive,2023-06-06,Contínuo,2023-12-15,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CLUBE DA PIPOCA",not_delivering,2023-09-01,Contínuo,2023-10-02,0,reach,,0,55.08,Diário,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Cidades] [30+]",inactive,2024-08-08,Contínuo,2024-11-27,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [LL 2% - 90D] [CURITIBA]  [17km] [novos]",not_delivering,2024-10-16,Contínuo,2024-10-16,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 02 [Interesse] [5km] [24]",not_delivering,2025-01-07,Contínuo,2025-01-09,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 01 [Interesses] [CURITIBA] [15km]",not_delivering,2025-05-19,Contínuo,2025-05-19,,,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"Cj 03 [90D] [18-65] [40km+]",not_delivering,2025-06-09,Contínuo,2025-06-09,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Geo 5km] [25+]",not_delivering,2025-07-01,Contínuo,2025-08-15,0,reach,,0,"Usando orçamento da campanha",0,0,0,0,,,,0,,0,0,
